nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.75	-52.5	-52.375	-51.5	-51.76923077	-51.41666667	-51.05555556	-50.6	-50.55	-50.41666667	-49.55555556	-50	-49.07692308	-48.77272727	-48.875	-48.83333333	-48.32142857	-48.3	-48.16666667	-47.61538462	-47.61538462	-47.34615385	-47.11538462	-46.88461538	-46.84615385	-46.57142857	-46.69230769	-46.38461538	-46.11538462	-46	-46.23076923	-45.83333333	-45.88461538	-45.57692308	-45.14285714	-45.30769231	-44.89285714	-44.82142857	-44.38461538	-44.61538462	-44.28571429	-43.875	-43.78571429	-43.5	-43.28571429	-43.26923077	-43.03846154	-42.71428571	-42.42857143	-42.46428571	-42.5	-42.03846154	-42.11538462	-41.84615385	-41.61538462	-41.57692308	-41.38461538	-41.19230769	-41.15384615	-41	-40.96153846	-40.65384615	-40.69230769	-40.57692308	-40.30769231	-40.34615385	-40.04166667	-40.07692308	-39.84615385	-39.92307692	-39.60714286	-39.5	-39.5	-39.5
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54	-53	-53.5	-52.75	-52.66666667	-52.27777778	-52.13636364	-51.29166667	-51.29166667	-51	-50.63636364	-50.35	-50.2	-49.86666667	-49.46153846	-49.09090909	-49.22222222	-48.79166667	-48.5	-48.5	-48.25	-48	-48.07692308	-47.76923077	-47.61538462	-47.375	-47	-46.92307692	-46.61538462	-46.61538462	-46.38461538	-46.11538462	-45.84615385	-45.73076923	-45.41666667	-45.23076923	-44.96153846	-44.76923077	-44.53571429	-44.5	-44.30769231	-44.19230769	-43.96153846	-43.7	-43.53846154	-43.57692308	-43.30769231	-43.03846154	-42.92307692	-42.88461538	-42.69230769	-42.5	-42.5	-42.38461538	-42.23076923	-42	-42	-41.95833333	-41.69230769	-41.64285714	-41.5	-41.5	-41.33333333	-41.19230769	-41.14285714	-41.07142857	-41.03846154	-40.96153846	-40.76923077	-40.70833333	-40.5	-40.30769231	-40.17857143	-40	-39.92307692
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54	-53.5	-53.5	-54.25	-53.13636364	-52.65	-52.16666667	-52.05	-51.66666667	-51.3	-50.79166667	-50.35	-50.5	-49.875	-49.69230769	-49.80769231	-49.30769231	-48.88461538	-48.89285714	-48.34615385	-48.11538462	-48.07692308	-47.76923077	-47.73076923	-47.26923077	-47.5	-47	-47.23076923	-46.38461538	-46.42857143	-46.46153846	-46.38461538	-46	-45.80769231	-45.73076923	-45.67857143	-45.75	-45.46153846	-45.30769231	-45.5	-45.41666667	-45	-44.5	-44.53846154	-44.65384615	-44.34615385	-44	-43.875	-43.65384615	-43.38461538	-43.34615385	-42.92307692	-42.67857143	-42.5	-42.26923077	-42.375	-42.16666667	-41.89285714	-41.73076923	-41.5	-41.58333333	-41.41666667	-41.07692308	-41	-41.03846154	-40.67857143	-40.70833333	-40.42307692	-40.375	-40.30769231	-40.08333333	-40.03846154	-40.23076923	-39.5	-39.46428571
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-53.7	-53.5	-53.38888889	-52.86363636	-52.61538462	-52.18181818	-52	-51.59090909	-51.11111111	-51	-50.45833333	-50.25	-50.08333333	-49.66666667	-49.38461538	-49.04166667	-48.875	-48.875	-48.625	-48.53846154	-48.26923077	-47.96153846	-47.96428571	-47.61538462	-47.34615385	-47.26923077	-47.26923077	-47.07142857	-47	-46.57692308	-46.73076923	-46.69230769	-46.34615385	-46.26923077	-46.13333333	-46	-45.73076923	-45.67857143	-45.38461538	-44.88461538	-44.61538462	-44.61538462	-44.64285714	-44.25	-44.07142857	-44.07692308	-43.53846154	-43.39285714	-43.58333333	-43.15384615	-43.03846154	-42.65384615	-42.58333333	-42.57692308	-42.32142857	-42.46153846	-42.07692308	-41.88461538	-41.64285714	-41.53571429	-41.57692308	-41.41666667	-41.17857143	-41.25	-41.07142857	-40.96153846	-40.89285714	-40.53846154	-40.53846154	-40.54166667	-40.26923077	-40	-40.07142857	-39.92857143
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.5	-54	-53.8	-52.9	-52.45	-52.34615385	-51.9	-51.6	-51.45454545	-51.29166667	-51.07142857	-50.82142857	-50.57692308	-50.25	-49.83333333	-49.72727273	-49.92307692	-49.31818182	-49.34615385	-49.23076923	-48.78571429	-48.73076923	-48.11538462	-48.07142857	-48.10714286	-47.78571429	-47.28571429	-47.30769231	-46.96153846	-46.30769231	-46.5	-46.15384615	-46.08333333	-45.76923077	-45.65384615	-45.30769231	-45.53846154	-45.10714286	-45.16666667	-45	-44.5	-44.42307692	-44.38461538	-44.21428571	-44.07692308	-43.79166667	-44.04166667	-43.875	-43.75	-43.5	-43.32142857	-43.30769231	-43.26923077	-43.08333333	-42.96428571	-42.96428571	-42.57142857	-42.57142857	-42.53571429	-42.5	-42.38461538	-42.19230769	-42.11538462	-42.03571429	-41.89285714	-41.57692308	-41.42307692	-41.17857143	-41	-40.80769231	-40.53846154	-40.35714286	-40.17857143	-40
																																																																																										
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.25	-54.6	-54.38888889	-54.25	-54.07692308	-53.57692308	-53	-52.57692308	-52.42307692	-52.30769231	-52.04166667	-51.57692308	-51.53846154	-51.46153846	-50.92307692	-50.46153846	-50.5	-50.53846154	-49.83333333	-49.71428571	-49.5	-49.26923077	-48.96153846	-48.76923077	-48.53846154	-48.58333333	-48.30769231	-48.38461538	-48.07692308	-47.78571429	-47.5	-47.26923077	-47.34615385	-46.92307692	-46.96153846	-46.45454545	-46.65384615	-46.53846154	-46.73076923	-46.23076923	-46.11538462	-46.21428571	-46.11538462	-45.92307692	-45.92307692	-45.85714286	-45.69230769	-45.39285714	-45.11538462	-45.23076923	-45.07692308	-44.92307692	-44.71428571	-44.65384615	-44.30769231	-44.19230769	-43.96153846	-43.84615385	-43.64285714	-43.42307692	-43.38461538	-43.07142857
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.25	-54.75	-54.5	-54.03846154	-53.84615385	-53.5	-53.15384615	-53.19230769	-52.73076923	-52.65384615	-52.23076923	-51.82142857	-51.69230769	-51.5	-51.19230769	-50.92307692	-50.61538462	-50.46153846	-50.11538462	-49.96153846	-49.73076923	-49.5	-49.34615385	-49	-48.85714286	-48.5	-48.28571429	-48.38461538	-48	-47.88461538	-47.80769231	-47.5	-47.34615385	-47.19230769	-47.04166667	-46.96153846	-46.92307692	-46.76923077	-46.57692308	-46.5	-46.34615385	-46.17857143	-46.19230769	-46	-46	-45.96428571	-45.80769231	-45.73076923	-45.57142857	-45.5	-45.34615385	-45.19230769	-45	-44.69230769	-44.5	-44.5	-44.39285714	-44	-43.92857143	-43.60714286	-43.5	-43.30769231
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.16666667	-55.54545455	-55.15384615	-54.80769231	-54.38461538	-54.42307692	-54.03571429	-53.84615385	-53.61538462	-53.39285714	-52.88461538	-52.70833333	-52.33333333	-52.38461538	-51.96153846	-51.57692308	-51.26923077	-50.73076923	-50.64285714	-50.34615385	-50.46428571	-50.07692308	-49.875	-49.75	-49.38461538	-49.42307692	-49.04166667	-48.73076923	-48.42307692	-48.46428571	-48.34615385	-48.25	-48.03846154	-47.73076923	-47.65384615	-47.53846154	-47.26923077	-47.03846154	-47.38461538	-47.03571429	-46.76923077	-46.76923077	-46.69230769	-46.46153846	-46.42307692	-46.26923077	-46.46428571	-46.07692308	-46.38461538	-46.19230769	-45.92307692	-45.96153846	-45.69230769	-45.23076923	-45.375	-44.83333333	-44.88461538	-44.65384615	-44.21428571	-44.15384615	-43.96428571	-43.71428571
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.4	-55.33333333	-54.91666667	-54.83333333	-54.23076923	-53.95833333	-53.84615385	-53.42307692	-53.07692308	-52.88461538	-52.57692308	-52.23076923	-51.96666667	-52.19230769	-51.69230769	-51.5	-51.15384615	-50.88461538	-50.38461538	-50.5	-50.25	-49.92857143	-49.53571429	-49.46153846	-49.5	-49.19230769	-49.25	-48.75	-48.69230769	-48.60714286	-48.28571429	-48.19230769	-48.23076923	-48.11538462	-47.79166667	-47.71428571	-47.61538462	-47.30769231	-47.42307692	-47.65384615	-47.60714286	-46.91666667	-46.88461538	-46.625	-46.86666667	-46.57692308	-46.42857143	-46	-46.03846154	-46.07692308	-45.65384615	-45.67857143	-45.5	-45	-45.15384615	-44.79166667	-44.57142857	-44.80769231	-44.39285714	-44.28571429	-44.15384615	-43.60714286
