nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-53.9375	-54	-53.35	-53.78571429	-52.83333333	-52.9	-52.70833333	-52.40909091	-51.82142857	-51.65384615	-50.95454545	-50.88888889	-50.65	-50.27777778	-49.88888889	-49.95833333	-49.57692308	-49.34615385	-49.16666667	-48.92307692	-48.65384615	-48.15384615	-48.03846154	-48.11538462	-47.88461538	-47.5	-47.61538462	-47.53571429	-47.07692308	-47.11538462	-47.19230769	-46.92307692	-46.83333333	-46.5	-46.38461538	-46.30769231	-46.38461538	-46.30769231	-46.25	-45.95833333	-45.82142857	-45.84615385	-45.71428571	-45.73076923	-45.38461538	-45.26923077	-45.07692308	-45.11538462	-44.85714286	-45.25	-44.65384615	-44.76923077	-44.73076923	-44.66666667	-44.15384615	-44.34615385	-43.84615385	-43.65384615	-43.5	-43.39285714	-43	-43	-43	-43.07142857	-42.53571429	-42.5	-42.46153846	-42.30769231	-42.26923077	-42.19230769	-41.69230769	-41.75	-41.61538462	-41.46428571	-41.03571429
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54	-54	-53.42857143	-53.39285714	-52.94444444	-52.64285714	-52.5	-51.77777778	-51.66666667	-51.11111111	-51.03846154	-50.6	-50.42307692	-49.95454545	-50.08333333	-49.5	-49.55	-49.42857143	-49	-48.80769231	-49	-48.69230769	-48.30769231	-48.11538462	-48.125	-48.13636364	-48	-47.75	-47.65384615	-47.46153846	-47.5	-47.26923077	-47.07692308	-46.88461538	-46.69230769	-46.34615385	-46.46153846	-46	-46.07692308	-45.73076923	-45.53333333	-45.39285714	-45.26923077	-45.23076923	-44.96428571	-44.80769231	-44.53846154	-44.53846154	-44.15384615	-44.21428571	-43.96153846	-43.82142857	-43.76923077	-43.57142857	-43.5	-43.30769231	-43.23076923	-43	-43	-42.82142857	-42.69230769	-42.57142857	-42.5	-42.46153846	-42.19230769	-42.15384615	-42.04166667	-42.03846154	-42	-41.84615385	-41.61538462	-41.84615385	-41.73076923	-41.57692308	-41.26923077	-41.19230769	-41.03846154
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.5	-55.25	-54.5	-54.45833333	-54.22222222	-53.6	-53.40909091	-52.59090909	-53	-52.22222222	-52	-51.85	-51.95833333	-51.40909091	-51.375	-51.125	-51	-50.76923077	-50.66666667	-50.42857143	-50.31818182	-49.95833333	-50.20833333	-50	-49.78571429	-49.5	-49.5	-49.07692308	-48.83333333	-48.70833333	-48.61538462	-48.30769231	-48.19230769	-48.03846154	-47.73076923	-47.65384615	-47.34615385	-47.23076923	-47.10714286	-47	-46.69230769	-46.73076923	-46.84615385	-46.38461538	-46.25	-46.19230769	-46.15384615	-46.07692308	-45.57692308	-45.84615385	-45.57692308	-45.5	-45.38461538	-45.32142857	-45.10714286	-45.15384615	-45.07692308	-44.84615385	-44.84615385	-44.69230769	-44.73076923	-44.46153846	-44.26923077	-44.42307692	-44.42307692	-44.26923077	-44.26923077	-44	-43.84615385	-43.65384615	-43.60714286	-43.03846154	-43.42857143	-43.11538462	-42.89285714	-42.42307692
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.5	-55.33333333	-55.25	-54.33333333	-54.11111111	-53.20833333	-52.9	-53.18181818	-52.79166667	-52.42307692	-51.90909091	-52.07692308	-51.57692308	-51.31818182	-51.16666667	-50.85714286	-50.91666667	-50.55	-50	-50.22727273	-49.66666667	-49.59090909	-49.11538462	-50	-49.29166667	-49.58333333	-48.91666667	-48.96428571	-48.73076923	-48.76923077	-48.42307692	-48.19230769	-48.03846154	-47.57692308	-47.46153846	-47.46153846	-47.57142857	-47.17857143	-46.92307692	-46.92857143	-46.85714286	-46.61538462	-46.23076923	-46.19230769	-46.07142857	-46.03846154	-45.875	-45.42307692	-45.42857143	-45.71428571	-45.23076923	-44.84615385	-44.91666667	-45.11538462	-44.73076923	-44.85714286	-44.5	-44.43333333	-44.25	-44.25	-44.28571429	-43.84615385	-43.80769231	-43.92307692	-43.64285714	-43.35714286	-43.39285714	-43.26923077	-42.88461538	-43.125	-42.80769231	-42.75	-42.61538462	-42.34615385	-42.23076923	-42.14285714
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54	-55.25	-53.875	-54	-53.6	-53.16666667	-52.46153846	-52.30769231	-52.27272727	-51.61111111	-51.5	-51.625	-51.4	-50.8	-50.66666667	-50.54545455	-50.45454545	-50.16666667	-50.18181818	-49.72727273	-49.63636364	-49.57692308	-49.26923077	-49.16666667	-49	-48.61538462	-48.5	-48.15384615	-48.42307692	-47.92307692	-47.88461538	-47.65384615	-47.5	-47.34615385	-47.07692308	-46.84615385	-46.65384615	-46.61538462	-46.23076923	-46.46153846	-46.125	-46.04166667	-46.15384615	-45.65384615	-45.96153846	-45.5	-45.38461538	-45.15384615	-45.38461538	-45.11538462	-44.88461538	-44.92307692	-44.76923077	-44.625	-44.38461538	-44.65384615	-44.53846154	-44.23076923	-44.11538462	-43.96153846	-43.96428571	-43.92857143	-43.82142857	-43.84615385	-43.69230769	-43.5	-43.5	-43.39285714	-43.26923077	-43	-43	-42.73076923	-42.5	-42.53571429	-42.19230769	-42.07692308	-41.64285714
																																																																																										
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-56.5	-56.1	-56	-56	-55.29166667	-54.96153846	-55.34615385	-55.07692308	-54.57692308	-54.65384615	-54.23076923	-54.04166667	-53.73076923	-53.64285714	-52.38461538	-53.28571429	-53	-53.03571429	-52.76923077	-52.67857143	-52.11538462	-51.07692308	-51.38461538	-51.30769231	-50.53846154	-50.76923077	-50.80769231	-50.67857143	-50.28571429	-49.92307692	-49.65384615	-49.73076923	-49.61538462	-49.70833333	-49.16666667	-49.19230769	-49.15384615	-49.07692308	-48.88461538	-48.65384615	-48.60714286	-48.69230769	-48.5	-48.42307692	-48.36666667	-48.11538462	-48.11538462	-48.03571429	-47.96153846	-47.84615385	-48.11538462	-47.53571429	-47.70833333	-47.64285714	-47.42857143	-47.53846154	-47.57692308	-47.26923077	-46.73076923	-46.69230769	-46.61538462	-46.34615385	-46.30769231	-46.03846154	-45.88461538	-45.53571429
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-56	-55.85714286	-55.72727273	-55.23076923	-54.83333333	-54.79166667	-53.38461538	-54	-53.92307692	-53.45833333	-53.23076923	-52.96153846	-52.76923077	-52.5	-51.73076923	-52.11538462	-51.61538462	-50.91666667	-51.04166667	-51.42307692	-50.92307692	-51.03846154	-50.30769231	-50.53846154	-50.54166667	-50.11538462	-49.96153846	-49.80769231	-49.53846154	-49.53846154	-49.26923077	-49.125	-48.96153846	-49.03571429	-48.80769231	-48.69230769	-48.42307692	-48.32142857	-48.07692308	-48.11538462	-47.96153846	-47.75	-47.96153846	-47.73076923	-47.42307692	-47.61538462	-47.30769231	-47.46153846	-47.34615385	-47.34615385	-47.15384615	-47.11538462	-47.03846154	-46.96153846	-46.73076923	-46.57692308	-46.5	-46.26923077	-46.07692308	-45.92307692	-45.5	-45.73076923	-45.625	-45.21428571	-45.07692308	-44.92857143
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-56.5	nan	-56.375	-55.90909091	-55.57692308	-55.68181818	-55.46153846	-54.92307692	-54.78571429	-54.38461538	-54.25	-54.07142857	-53.92307692	-53.65384615	-53.5	-53.32142857	-53.25	-52.85714286	-52.73076923	-52.69230769	-52.53846154	-52.42307692	-52.07142857	-52.26923077	-51.89285714	-51.73076923	-51.82142857	-51.65384615	-51.66666667	-51.58333333	-51.39285714	-51.19230769	-51.07142857	-51.03571429	-50.73076923	-50.61538462	-50.30769231	-49.88461538	-50.19230769	-50.21428571	-49.5	-49.23076923	-49.26923077	-49.19230769	-48.76923077	-48.96153846	-48.84615385	-48.53846154	-48.5	-48.5	-48.30769231	-48.15384615	-48.03846154	-48	-47.88461538	-47.82142857	-47.69230769	-47.42307692	-47.5	-47.42307692	-47.34615385	-47.34615385	-46.80769231	-46.76923077	-46.64285714
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-56.5	-56	-56.375	-55.9	-56.28571429	-55.61538462	-55.38461538	-55.125	-55.07142857	-54.70833333	-54.38461538	-54.30769231	-53.88461538	-53.76923077	-53.375	-53.23076923	-52.82142857	-52.89285714	-52.57142857	-52.42857143	-51.84615385	-52.03571429	-52.03846154	-51.46153846	-51.28571429	-51.32142857	-50.92307692	-51	-50.57692308	-50.42307692	-50.57692308	-50.34615385	-50.03846154	-50.23076923	-49.88461538	-49.65384615	-49.61538462	-49.71428571	-49.39285714	-49.07692308	-49.30769231	-48.92857143	-48.85714286	-48.65384615	-48.78571429	-48.71428571	-48.42857143	-48.5	-48.5	-48.57142857	-48.32142857	-48.15384615	-47.89285714	-47.96428571	-47.69230769	-47.80769231	-47.80769231	-47.61538462	-47.53846154	-47.42307692	-47.07142857	-47	-46.89285714	-46.5
