-34.47198255	-33.61371395	-32.78360147	-32.21983898	-31.61914384	-31.03604377	-30.66541081	-29.99540696	-29.51462562	-28.97044087	-28.37251507	-27.89535388	-27.41524613	-26.7850153	-26.10846882	-25.52014706
-34.71570678	-33.89659381	-33.21160597	-32.70882108	-32.10005201	-31.56728433	-30.93696975	-30.44235842	-29.89663476	-29.44830159	-28.94022833	-28.35907993	-27.84755305	-27.35328943	-26.66168721	-26.06077994
-34.05639054	-33.27628225	-32.87148288	-32.44013517	-31.70664962	-31.45181718	-30.69348578	-30.38201804	-29.99985795	-29.63442764	-29.23285958	-28.58783149	-28.23991241	-27.8863332	-27.29257269	-26.76413566
-34.44596484	-33.62353084	-32.99482469	-32.46683556	-31.86958521	-31.36384387	-30.7118494	-30.27877638	-29.85448329	-29.3945906	-28.93216137	-28.32770158	-27.80843945	-27.36514535	-26.68264573	-26.17061945
-34.5657972	-33.69771647	-32.90138522	-32.25155042	-31.802054	-31.07243009	-30.50509266	-30.01195267	-29.66695715	-29.10104257	-28.62339621	-28.03619331	-27.33785288	-26.85581341	-26.09367731	-25.68694274
															
-40.31709809	-39.54165295	-38.80673211	-37.74042284	-37.06528803	-36.40389959	-35.64859122	-34.89160181	-34.46953082	-33.9606277	-33.39207414	-32.96126614	-32.41900846	-31.8399552	-31.55221532	-30.97404621
-41.38901131	-40.3305174	-39.37299354	-38.76311308	-38.10951215	-37.27862732	-36.42256238	-35.87230874	-35.32475076	-34.78203209	-34.25529586	-33.73594574	-33.29199048	-32.76794889	-32.31944294	-31.85597976
-40.08682447	-39.21062881	-38.53512019	-37.81215822	-37.06467019	-36.42277071	-35.72605896	-35.14489544	-34.62769893	-34.29988103	-33.77397077	-33.32580108	-32.90475227	-32.78128516	-32.25692151	-31.66416191
-40.86790212	-40.29190491	-39.50320863	-38.68247016	-38.27388255	-37.62559559	-37.01859069	-36.52596077	-36.02347478	-35.64183021	-35.30316455	-34.81639922	-33.87644012	-33.59197421	-33.48956772	-32.58635727
-40.5226479	-39.79927456	-38.9181659	-38.10551228	-37.24558403	-36.35155977	-35.80339916	-35.13363898	-34.48675663	-34.12917078	-33.55041393	-33.15669362	-32.67552503	-31.98301759	-31.48007434	-30.94537441
															
nan	nan	nan	nan	-44.48472571	-44.29923441	-43.43088344	-42.5063155	-41.83070911	-41.34760516	-40.25487458	-39.58846748	-39.06751438	-38.49316565	-37.63760175	-37.52189837
nan	nan	nan	nan	-44.87436521	-43.74058903	-43.36881908	-42.75598249	-41.71999199	-41.04007813	-40.31632916	-40.2362846	-39.4041177	-38.88324335	-38.4242508	-37.71697213
nan	nan	nan	nan	-44.56091946	-44.18012099	-43.60663349	-42.84466247	-41.99955411	-41.1621775	-40.44093154	-39.80290611	-39.17638969	-38.64130775	-38.32055387	-38.02164228
nan	nan	nan	-45.21187829	-45.0110676	-44.06559794	-43.61908581	-43.19200579	-42.23900201	-41.587148	-41.11769355	-40.73333402	-40.20961989	-39.89268598	-39.71724646	-39.25717591
nan	nan	nan	nan	-44.0346691	-44.04475195	-43.46930322	-42.51642149	-41.63791254	-40.94236339	-40.03214565	-39.40789704	-38.75101168	-37.97138382	-37.81267006	-37.25377678
															
nan	nan	nan	nan	nan	nan	-46.80197732	-46.09262045	-44.99784401	-44.37746885	-43.68297897	-42.57493652	-41.93204682	-41.20570708	-40.6935465	-40.2488625
nan	nan	nan	nan	nan	nan	-46.38610447	-45.45568061	-44.36090239	-43.68984358	-43.03099445	-42.38125524	-41.48805315	-41.13081398	-40.4641258	-40.25540511
nan	nan	nan	nan	nan	nan	-44.82434317	-44.07314368	-43.37514909	-42.44873945	-41.72933675	-40.81780833	-40.16808056	-39.75266374	-39.32427813	-38.65142045
nan	nan	nan	nan	nan	-47.54152273	-47.0591329	-46.40237174	-45.64680516	-45.16631957	-44.40455991	-43.64714259	-43.52543404	-42.78701931	-42.50249788	-42.13881027
nan	nan	nan	nan	nan	nan	-46.57566873	-46.27716754	-45.5645427	-44.48445259	-43.59972408	-42.83212594	-41.72410515	-41.18332311	-40.44380387	-39.92163311
															
nan	nan	nan	nan	nan	nan	nan	nan	-49.67154086	-48.05911455	-47.90127438	-46.77606288	-45.89085566	-45.05470967	-43.95604048	-43.19926972
nan	nan	nan	nan	nan	nan	nan	nan	nan	-49.98341453	-47.6846124	-46.55033285	-45.70932985	-45.00229491	-44.42858431	-44.26635134
nan	nan	nan	nan	nan	nan	nan	nan	nan	-46.12358409	-46.61456935	-45.64299627	-44.90157909	-44.12895701	-43.50086714	-42.37689659
nan	nan	nan	nan	nan	nan	nan	nan	-48.67515284	-48.20262808	-47.59755384	-47.30432654	-46.81205916	-46.10011668	-45.3963573	-45.10459308
nan	nan	nan	nan	nan	nan	nan	nan	nan	-48.9835674	-48.37808745	-47.39421267	-46.49758305	-45.82789633	-44.90122927	-44.4513652
															
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-51.36597165	-50.62153893	-49.66830104	-48.61189751	-47.68735272
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-51.47660906	-50.43617609	-49.87170346	-49.14954964	-48.25678531
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-49.88675603	-49.84339859	-48.78641199	-47.83379138	-46.96820363	-46.21079968
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.5216025	-52.07278565	-51.14783129	-50.31741923	-49.81602877	-49.10604797
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-51.59849096	-50.40005288	-49.73182989	-48.86840244	-47.92057961
															
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-50.88139626	-49.92101181	-50.24800394	-49.40960534	-48.81112489	-47.75447894
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.29590741	-51.87494836	-50.91820691	-50.73903085	-49.46977479
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-50.66019124	-49.88120961	-48.73246438	-48.10374782	-46.87185366
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-51.93969811	-51.95944486	-51.3871961	-51.27588857	-49.92050661	-49.76467134
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-50.84606637	-50.66019124	-49.76578809	-48.81558909	-48.18145636
