nan	nan	nan	nan	nan	-47.71348367	-48.38340792	-47.93545146	-47.1064845	-46.32965956	-45.17691393	-44.46308682	-43.9343333	-43.63958148	-42.77437288	-42.52352333
nan	nan	nan	nan	nan	nan	-48.86849744	-48.54920546	-48.28530725	-47.07364133	-46.3233877	-45.42122823	-44.81718664	-43.93282709	-43.22211195	-42.56368353
															
nan	nan	nan	nan	nan	nan	-49.58677803	-48.81689819	-49.27080549	-48.01981723	-47.29420488	-46.31815732	-45.35341369	-44.65361747	-44.18441045	-43.66862959
nan	nan	nan	nan	nan	nan	-50.58337053	-49.9138607	-49.71048102	-49.28530131	-48.5155694	-47.60038034	-46.70941683	-46.03353858	-45.69031638	-45.07782696
nan	nan	nan	nan	nan	nan	-51.46869609	-50.40079398	-50.51229287	-51.19093772	-49.92890702	-48.94404631	-47.92910793	-47.33293344	-46.93399413	-46.1145205
nan	nan	nan	nan	nan	nan	nan	-50.10606475	-49.66873941	-49.94092177	-48.91653552	-47.75365757	-46.88625829	-46.10088841	-45.30207312	-44.64808447
nan	nan	nan	nan	nan	nan	nan	-50.1851705	-49.70691674	-49.19242716	-48.59256641	-47.73504432	-46.92135504	-46.39370035	-45.54977048	-45.04723693
															
nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.11445758	-52.33956986	-51.85326953	-50.66223367	-49.84092211	-48.98337102	-48.00975322
nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.57145441	-52.51970377	-52.27782397	-51.39139213	-50.34369284	-49.78828318	-49.03633709
nan	nan	nan	nan	nan	nan	nan	nan	-53.49092347	-53.56547093	-52.48709574	-52.62404004	-52.37989033	-51.55054303	-50.62254587	-49.68640363
nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.72035301	-52.29700927	-51.73840938	-51.73523447	-50.4430169	-49.60062552	-49.03543431
nan	nan	nan	nan	nan	nan	nan	nan	nan	-51.88852012	-52.40175783	-52.22653513	-51.08795436	-50.16189665	-49.13523669	-48.41309518
															
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-53.03538698	-53.36237157	-52.69739366	-51.56153424	-50.27626983
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.40465719	-53.19463201	-54.18861569	-53.09076926	-52.23820443
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-55.09795494	-54.88508918	-54.77694817	-53.56855758	-52.59807176
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.11940822	-53.20933574	-54.01515207	-52.7882577	-51.88637308
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.38438196	-53.13606476	-53.8049697	-52.81497882	-51.61672225
															
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.9261412	-53.9177813	-53.86420184	-54.19639262	-52.33071883
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-53.98189617	-54.09954395	-54.47894693	-53.82177183	-53.20070392
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.90117911	-54.75110171	-54.85010911	-54.20612405	-54.44130918
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.59817029	-53.64628619	-52.11523272	-53.65569224
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-54.24281999	-54.03272413	-54.88538657	-54.02411
